ID,life_expectancy,bmi,hiv,gdp,thinness_till19,inf_death,school,lifestyle,pop_size
1982,61.4,43.4,1.3,1178.72469,1.4,11,8.9,35.154,3
1983,61.1,42.7,1.4,956.668952,1.4,11,8.6,30.317,3
1984,68,41.9,1.5,854.346921,1.4,11,8.2,26.816,2
1985,64,41.1,1.5,77.5773486,1.4,11,7.9,34.524,2
1986,59.9,4.4,1.5,637.3616215,1.5,11,7.6,2.552,3
1987,59.6,39.6,1.4,588.3582595,1.5,11,7.2,23.364,1
1988,59.3,38.9,1.4,511.665773,1.5,11,6.9,23.729,3
1989,59.1,38.2,1.3,539.41528,1.5,11,6.6,25.976,3
1990,58.9,37.5,1.1,631.9468526,1.6,11,6.2,27.375,3
1991,74,5.2,0.2,419.367724,2,2,12.3,21.216,3
1992,73.9,49.4,0.2,4712.822736,2,3,12.3,0.494,3
1993,73.8,48.6,0.2,4479.95858,2,3,12.3,244.458,2
1994,73.6,47.9,0.1,3855.537735,2,3,12.3,256.744,3
1995,73.4,47.1,0.1,3988.11894,2.1,3,12.3,272.709,3
1996,73.2,46.4,0.1,3225.591754,2.1,3,12.4,262.16,2
1997,73,45.6,0.1,2599.596259,2.1,3,12.1,245.784,3
1998,72.7,44.9,0.1,359.992184,2.1,3,11.9,275.686,2
1999,72.5,44.2,0.1,2312.192926,2.2,3,12,247.962,3
2000,72.3,43.5,0.2,189.71539,2.2,3,12.1,244.035,3
2001,72.1,42.8,0.2,157.145691,2.3,3,12.3,273.064,3
2002,71.9,42,0.2,148.527976,2.3,3,12.1,260.4,1
2003,71.7,41.3,0.1,1174.779347,2.4,4,12.7,274.232,1
2004,71.5,4.6,0.1,1148.229882,2.4,4,12.2,26.036,2
2005,71.2,39.8,0.1,1417.26582,2.5,4,11.8,265.068,2
2006,79,39.1,0.1,1545.626423,2.5,4,11.6,265.098,1
2007,75.5,55.6,0.1,63.343259,1.1,8,13.4,226.848,3
2008,75.3,54.9,0.1,6491.5245,1.1,8,13.4,0.549,2
2009,75.3,54.2,0.1,6583.116248,1.1,8,13.4,291.596,2
2010,74.9,53.6,0.1,6387.785281,1.1,9,13.4,275.504,2
2011,74.5,52.9,0.2,5771.565878,1.1,9,13.4,255.507,3
2012,73.7,52.2,0.2,522.493191,1.1,10,13.3,246.384,3
2013,73.8,51.5,0.3,4166.93387,1.2,10,13.3,241.535,1
2014,73.9,5.8,0.3,428.87811,1.2,11,13.2,28.13,2
2015,74,5.2,0.3,3611.2147,1.2,11,13.2,22.308,3
2016,74.2,49.5,0.4,3171.49856,1.2,12,13,208.89,3
2017,72.8,48.8,0.4,2754.7829,1.3,13,13,216.672,1
2018,72.2,48.1,0.4,2448.143899,1.3,14,12.8,205.387,3
2019,72.1,47.4,0.4,218.25997,1.3,15,13.3,213.3,3
2020,72.6,46.7,0.4,259.192958,1.4,16,13.9,188.201,2
2021,72.4,46.1,0.5,1981.243653,1.4,17,13.4,194.542,3
2022,71.4,45.4,0.5,1996.719689,1.4,18,13.5,208.386,3
2023,68.5,25.4,0.1,2878.33837,1,52,11.7,103.632,3
2024,68.4,24.8,0.1,2842.938353,1,54,11.7,112.096,1
2025,68.1,24.3,0.1,276.289146,1,55,11.7,112.023,3
2026,68.1,23.7,0.1,2581.818554,1,56,11.6,118.974,3
2027,68,23.1,0.1,2352.518156,1,57,11.5,114.576,3
2028,67.9,22.6,0.1,2129.499242,1,58,11.4,109.61,3
2029,68,22.1,0.1,1825.341521,1,59,11.7,97.682,3
2030,67.5,21.6,0.1,1919.466195,1,60,11.5,90.936,3
2031,67.5,21.1,0.1,1672.685433,1,62,11.4,88.409,3
2032,67.3,2.6,0.1,1391.772325,1,63,11.5,10.608,3
2033,67,2.1,0.1,1194.697155,1,65,11.6,8.862,3
2034,67.3,19.6,0.1,179.3715,1,66,11.6,87.22,3
2035,67.2,19.2,0.1,11.553196,1,67,11.6,85.248,3
2036,66.8,18.7,0.1,1.68135,1,68,11.4,82.654,2
2037,66.8,18.3,0.1,957.287441,1,68,11.4,83.082,3
2038,66.8,17.8,0.1,138.91977,1,69,11.4,84.194,3
2039,77.5,61.7,0.1,12565.9876,1.9,2,16.4,251.736,3
2040,77.3,61.1,0.1,14341.675,1.9,2,16.4,654.381,2
2041,77.1,6.4,0.1,1378.54911,2,2,15.4,74.432,1
2042,76.8,59.7,0.1,13145.1484,2,2,15.3,645.357,2
2043,76.7,59.1,0.1,13893.18768,2,2,15.4,645.963,2
2044,76.3,58.4,0.1,12599.52486,2.1,2,15.1,618.456,2
2045,75.7,57.8,0.1,11527.59323,2.1,2,15.1,618.46,2
2046,75.5,57.2,0.1,141.44688,2.2,2,15,652.08,3
2047,75.3,56.6,0.1,1126.31852,2.2,2,15,616.94,1
2048,75.2,56,0.1,94.7726,2.3,2,15,582.4,3
2049,75,55.5,0.1,821.251569,2.3,2,14.8,527.25,3
2050,74.9,55,0.1,6681.178818,2.4,2,15.5,505.45,3
2051,74.7,54.5,0.1,5693.52416,2.4,3,15.3,493.77,1
2052,74.5,54,0.1,5196.932921,2.5,3,15,433.08,2
2053,74.2,53.6,0.1,4981.198619,2.5,3,14.7,414.864,2
2054,73.7,53.1,0.1,4492.72764,2.5,3,14.6,446.04,3
2055,81.1,61.6,0.1,1922.681,0.7,0,16.6,251.328,1
2056,89,6.9,0.1,2277.53613,0.7,0,16.8,68.172,1
2057,86,6.2,0.1,21618.73534,0.7,0,16.3,62,2
2058,83,59.5,0.1,2577.4264,0.7,0,16.3,711.62,2
2059,82,58.8,0.1,23196.18375,0.7,0,16.2,700.896,1
2060,79.6,58.1,0.1,22538.6548,0.7,0,16,711.725,1
2061,79.3,57.3,0.1,2363.97161,0.7,0,16,689.319,2
2062,79,56.5,0.1,24815.6884,0.7,0,15.8,697.775,2
2063,78.7,55.7,0.1,2278.5845,0.7,0,15.4,700.149,2
2064,78.5,54.9,0.1,19821.44463,0.7,0,15.4,719.739,2
2065,77.7,54.1,0.1,18784.9485,0.7,0,15.4,721.153,1
2066,78,53.3,0.1,1845.5881,0.7,0,15.9,716.885,2
2067,77.3,52.5,0.1,15772.7334,0.7,0,15.8,746.025,2
2068,77.2,51.7,0.1,12882.28897,0.8,1,15.9,620.4,2
2069,76.9,5.9,0.1,11729.14616,0.8,1,15.7,72.098,2
2070,76.6,5.1,0.1,1152.39681,0.8,1,15.5,60.639,2
2119,75,6.7,0.1,8958.788593,2.5,2,14.7,27.336,3
2120,74.8,59.9,0.1,12.27733,2.6,2,14.7,0.599,2
2121,74.6,59.2,0.1,9585.266593,2.7,2,14.7,567.728,3
2122,74.4,58.4,0.1,8558.39766,2.8,2,15.3,559.472,1
2123,74.3,57.7,0.1,92.277825,2.9,2,15.7,525.07,2
2124,73.4,56.9,0.1,8297.483621,3,2,15.8,512.1,2
2125,73.1,56.3,0.1,822.18329,3,2,15.4,585.52,2
2126,73.1,55.6,0.1,1136.47356,3.1,2,14.7,661.64,2
2127,72.9,55,0.1,8214.185378,3.2,3,14.1,583,2
2128,72.5,54.4,0.1,5828.745662,3.2,3,13.7,462.944,2
2129,71.9,53.9,0.1,4676.315183,3.3,3,13.4,413.952,3
2130,71.7,53.4,0.1,3552.92452,3.4,4,12.9,524.388,3
2131,71.1,52.9,0.1,2774.95586,3.5,4,12.5,464.462,3
2132,77,52.4,0.1,2124.873613,3.7,4,12,504.088,2
2133,78,51.9,0.1,1839.72945,3.8,4,11.7,507.582,2
2134,77,51.4,0.1,1668.162731,4,4,11.5,522.224,3
2135,75,6.5,0.1,9329.298351,2.3,13,15,26.52,2
2136,73,59.9,0.1,14125.961,2.3,13,14.9,606.188,3
2137,70,59.3,0.2,15543.67653,2.3,14,14.6,627.394,3
2138,69.6,58.7,0.3,15154.45687,2.3,14,14.3,645.113,3
2139,69.4,58.1,0.3,14212.687,2.3,14,14,641.424,3
2140,68.4,57.5,0.2,1674.98771,2.3,15,13.7,635.375,3
2141,68.2,57,0.3,8562.89598,2.3,15,14,638.97,3
2142,67.5,56.6,0.3,11635.2637,2.3,16,13.9,681.464,3
2143,67.3,56.1,0.3,911.25385,2.4,16,13.8,683.859,2
2144,66.4,55.7,0.3,692.194398,2.4,17,13.8,656.703,3
2145,65,55.3,0.3,5323.473877,2.4,18,13.7,639.821,3
2146,64.9,55,0.3,412.372294,2.5,19,13.6,632.5,2
2147,64.6,54.7,0.4,2975.132778,2.6,20,13.2,619.204,3
2148,64.8,54.5,0.3,2375.5944,2.7,20,12.8,592.415,2
2149,65.1,54.2,0.3,21.362386,2.8,21,12.5,567.474,3
2150,65,54,0.2,1771.58662,2.9,22,12.1,549.72,3
2151,66.1,21.4,0.4,71.348397,5.7,11,10.8,87.312,3
2152,65.7,2.8,0.4,76.5699517,5.8,12,10.8,0.028,3
2153,65.2,2.1,0.5,688.8768557,5.9,12,10.8,0.021,2
2154,64.6,19.5,0.7,678.796973,6.1,13,10.5,0.195,2
2155,63.8,18.9,1.3,617.317648,6.3,14,10.2,157.626,1
2156,62.8,18.3,2.3,563.491487,6.5,16,10,144.936,2
2157,61,17.7,2.8,539.1538211,6.6,17,10.2,125.847,3
2158,68,17.1,3.7,5.6687264,6.7,18,10.4,109.269,2
2159,59.6,16.5,5,44.853339,6.8,20,10.1,111.87,2
2160,57.6,15.9,6.2,342.3656294,6.8,22,9.3,109.392,1
2161,55.3,15.4,7.1,287.931877,6.8,24,8.8,107.954,3
2162,53.4,14.9,7.7,236.9114381,6.9,26,8.2,100.575,3
2163,52,14.5,8.1,212.6619491,7,29,7.6,96.57,2
2164,57,14.1,8,196.59778,7.2,31,7.2,110.262,2
2165,48.6,13.7,8.1,21.569654,7.4,33,7.1,78.364,2
2166,48.3,13.2,8.5,216.172747,7.6,34,6.6,94.116,1
2200,74,74.7,0.1,4149.363444,0.2,0,12.9,304.776,1
2201,73.8,74.3,0.1,4178.973369,0.2,0,12.9,0.743,1
2202,73.6,73.8,0.1,4219.65123,0.2,0,12.9,0.738,1
2203,73.2,73.4,0.1,4234.554443,0.2,0,12.9,0.734,1
2204,73,72.9,0.1,3942.9827,0.2,0,12.9,156.735,1
2205,72.6,72.5,0.1,3453.487434,0.2,0,12.9,218.225,1
2206,76,72,0.1,335.112838,0.2,0,12.9,207.36,1
2207,72.5,71.4,0.1,359.82223,0.2,0,12.9,283.458,1
2208,72.2,7.9,0.1,322.543121,0.2,0,12.9,30.415,1
2209,72,7.3,0.1,287.963899,0.2,0,12.7,25.696,1
2210,71.6,69.7,0.1,2571.262348,0.2,0,12.6,253.011,1
2211,71.4,68.9,0.1,2351.33814,0.2,0,12.4,249.418,1
2212,79,68.2,0.1,197.29417,0.2,0,12.3,284.394,1
2213,76,67.4,0.1,1631.41727,0.2,0,12.1,222.42,1
2214,75,66.5,0.1,1555.47451,0.2,0,12,228.095,1
2215,72,65.6,0.1,154.68923,0.2,0,12.1,196.8,1
2217,67.5,3.9,0.2,1624.63963,5.5,0,11.2,15.912,1
2218,67.3,3.1,0.2,1821.878734,5.6,0,11.1,0.031,1
2219,67.1,29.3,0.2,1619.532678,5.7,0,11,0.293,1
2220,66.9,28.5,0.5,138.949959,5.9,0,10.8,0.285,1
2221,66.6,27.7,0.5,134.326189,6,0,10.6,157.613,1
2222,66.2,26.9,0.5,1129.754961,6.1,0,10.6,150.102,1
2223,65.8,26.2,0.9,199.57146,6.3,0,10.1,108.206,1
2224,65.4,25.4,0.9,1126.46212,6.5,0,10.4,110.744,1
2225,65.1,24.7,1.2,894.927988,6.7,0,10.3,102.258,1
2226,64.7,24,1.2,843.89447,6.9,0,10.2,131.04,1
2227,64.3,23.4,1.6,81.86157,7,0,10,123.318,1
2228,63.8,22.8,1.6,693.345683,7.2,0,9.8,131.784,1
2229,63.4,22.2,1.6,649.342153,7.4,0,9.7,145.188,1
2230,63.1,21.7,1.4,555.8185378,7.6,0,9.6,125.86,1
2231,62.8,21.1,1.5,51.216381,7.8,0,9.4,105.922,1
2249,66.7,24.3,0.3,98.7256145,9.5,19,9.5,99.144,3
2250,66.4,23.8,0.3,152.443873,9.7,19,9.1,6.188,3
2251,66,23.2,0.3,148.912351,9.9,20,8.7,6.032,1
2252,65.6,22.7,0.4,136.4518,1,20,8.3,6.356,2
2253,64.9,22.2,0.4,18.25321,1.2,20,7.9,7.104,1
2254,64.3,21.7,0.4,11.631377,1.4,21,7.7,6.076,3
2255,63.5,21.2,0.5,12.566464,1.6,21,7.5,6.36,2
2256,62.8,2.8,0.6,11.33678,1.8,22,7.1,0.784,2
2257,62.1,2.3,0.7,95.3978522,11,22,6.8,0.736,3
2258,61.3,19.9,0.7,89.838296,11.2,23,6.6,6.766,3
2259,65,19.5,0.7,773.8698713,11.4,23,6.4,6.435,3
2260,59.7,19.1,0.7,733.581811,11.6,24,6.2,6.685,2
2261,59,18.7,0.7,642.7663113,11.8,25,5.9,6.171,1
2262,58.4,18.3,0.7,513.26227,12,25,5.7,6.588,2
2263,57.9,17.9,0.6,481.287397,12.1,26,5.4,6.086,2
2264,57.5,17.5,0.5,473.45338,12.3,27,5.2,5.075,2
2265,75.6,6,0.1,5237.255334,2,1,14.4,24.48,2
2266,75.4,59.4,0.1,62.173221,2.1,1,14.3,539.946,2
2267,75.3,58.9,0.1,6353.826383,2.1,1,14.1,539.524,3
2268,74.9,58.3,0.1,5659.3824,2.1,1,14,546.854,2
2269,74.6,57.7,0.1,6423.291783,2.2,1,13.5,551.612,2
2270,74.4,57,0.1,5411.87744,2.2,1,13.6,550.05,3
2271,74.1,56.4,0.1,5821.35397,2.3,1,13.6,555.54,1
2272,74,55.8,0.1,671.773913,2.3,1,13.5,532.332,2
2273,73.8,55.1,0.1,5458.121718,2.4,1,13.5,512.43,3
2274,73.6,54.5,0.1,4129.758741,2.5,1,13.4,467.61,3
2275,73,53.9,0.1,3528.1318,2.5,1,13.2,517.44,2
2276,73,53.3,0.1,3331.228766,2.6,1,13.1,395.486,3
2277,73,52.8,0.1,2832.49652,2.7,1,13,382.8,2
2278,72.9,52.2,0.1,2149.9944,2.7,1,13.2,362.79,3
2279,73.1,51.7,0.1,1634.87561,2.8,1,13.1,389.301,2
2280,72.6,51.2,0.1,87.1365252,2.8,1,13,377.856,3
2281,73.2,37.4,0.1,1539.464,5.7,0,14.1,152.592,1
2282,73,36.2,0.1,1557.77892,5.7,0,13.2,0.362,1
2283,72.9,35.5,0.1,15687.34795,5.7,0,13.5,0.355,1
2284,72.7,34.8,0.1,12845.17363,5.7,0,13.5,0.348,1
2285,72.6,34.2,0.1,12189.9516,5.7,0,13.3,332.424,1
2286,72.4,33.5,0.1,184.68447,5.8,0,13.2,218.085,1
2287,72.3,32.4,0.1,976.9566,5.8,0,13.2,160.056,1
2288,72.2,31.8,0.1,11122.8627,5.9,0,13.2,201.294,1
2289,72.2,31.2,0.1,12154.82994,5.9,0,13.1,253.344,1
2290,72.2,3.7,0.1,1214.39987,5.9,0,13.1,30.044,1
2291,72.2,3.1,0.1,1192.5174,6,0,12.1,24.242,1
2292,72.1,29.2,0.1,1176.65871,6,0,12.3,230.972,1
2293,72.1,28.7,0.1,8524.961236,6.1,0,12.1,212.667,1
2294,72.1,28.1,0.1,8331.261997,6.1,0,12.1,313.315,1
2295,72,27.6,0.1,7663.1378,6.2,0,12.2,185.472,1
2296,71.8,27.1,0.1,7578.85153,6.3,0,12.3,223.304,1
2297,51,24.4,0.5,587.538233,7.4,22,9.5,99.552,2
2298,48.1,23.8,0.6,78.4394757,7.5,23,9.5,0.238,2
2299,54,23.3,0.8,71.8186998,7.7,23,9.3,0.233,2
2300,49.7,22.7,0.9,561.8984239,7.9,25,9.1,0.227,2
2301,48.9,22.2,1.3,445.525,8.1,26,8.9,83.916,3
2302,48.1,21.7,1.6,45.128418,8.3,27,8.7,83.328,2
2303,47.1,21.2,1.7,394.5932439,8.5,28,8.5,84.164,1
2304,46.2,2.7,1.9,46.3759178,8.7,29,8.3,10.557,3
2305,45.3,2.2,2.2,358.8274716,8.9,29,8.2,8.492,2
2306,44.3,19.7,2.2,322.313468,9.1,30,8,74.86,3
2307,43.3,19.2,2.2,287.6891942,9.3,30,7.8,73.536,3
2308,42.3,18.8,2.1,263.145817,9.5,30,7.6,75.012,3
2309,41.5,18.4,1.9,263.7618312,9.7,30,7.4,74.888,3
2310,48,17.9,1.7,249.939542,9.9,30,7.2,72.674,3
2311,41,17.5,1.5,227.779471,1.1,30,7,73.675,3
2312,39,17.2,1.2,139.3147734,1.3,29,6.7,68.284,3
2345,88,6.1,0.1,2729.86383,1.4,0,17.3,24.888,1
2346,87,59.5,0.1,242.67286,1.4,0,17.6,622.37,1
2347,85,58.9,0.1,2315.31799,1.4,0,16.8,561.317,1
2348,82,58.2,0.1,22486.47167,1.5,0,16.8,637.29,1
2349,79.8,57.6,0.1,24985.24827,1.6,0,17,611.136,1
2350,79.5,57,0.1,23437.4722,1.6,0,16.9,588.24,1
2351,79.1,56.4,0.1,24633.79785,1.7,0,16.9,593.328,1
2352,78.9,55.8,0.1,2751.8127,1.7,0,16.9,610.452,1
2353,78.3,55.2,0.1,23841.31792,1.8,0,16.8,608.304,1
2354,78.1,54.7,0.1,19726.1265,1.8,0,16.7,670.622,1
2355,77.5,54.1,0.1,18169.1891,1.9,0,16.3,602.674,1
2356,77.2,53.5,0.1,1726.9151,2,0,16.6,535,1
2357,76.5,52.9,0.1,1488.47154,2,0,16.1,612.582,2
2358,76.6,52.3,0.1,11814.9994,2.1,0,15.6,485.867,1
2359,76.2,51.8,0.1,1479.29634,2.2,0,14.7,559.44,1
2360,76,51.2,0.1,1227.73677,2.2,0,14.6,609.28,2
2361,69.2,5.5,0.1,1922.41388,1.1,0,9.6,22.44,2
2362,68.8,49.7,0.1,29.652622,1.1,0,9.6,0.497,1
2363,68.8,48.9,0.1,188.5159,1.1,0,9.5,0.489,2
2364,68.7,48.1,0.1,1858.689868,1.2,0,9.4,0.481,2
2365,68.5,47.2,0.1,1642.837974,1.2,0,9.4,46.728,2
2366,68.3,46.4,0.1,1272.44825,1.2,0,9.3,51.04,1
2367,68.1,45.5,0.1,1158.282672,1.2,0,9.3,55.055,1
2368,68,44.7,0.1,125.79167,1.2,0,9.2,48.723,1
2369,67.6,43.8,0.1,146.931125,1.2,0,9,37.23,1
2370,67.6,43,0.1,948.6592511,1.3,0,8.4,42.57,2
2371,67.4,42.1,0.1,88.874858,1.3,0,8.3,37.89,2
2372,67.1,41.3,0.1,818.442619,1.3,0,8.1,48.734,2
2373,66.8,4.4,0.1,744.7657423,1.3,0,8,5.192,2
2374,66.5,39.6,0.1,784.9562874,1.4,0,7.3,42.768,1
2375,66.2,38.7,0.1,944.81684,1.4,0,6.6,27.09,1
2376,65.8,37.9,0.1,154.518572,1.4,0,7.2,26.909,1
2393,62.9,51.1,3.6,5769.77258,4.4,42,13,208.488,3
2394,62,5.3,3.7,6479.625659,4.9,42,13,39.114,3
2395,69,49.5,4.5,6876.953821,5.4,43,12.8,363.33,3
2396,59.2,48.7,7.6,7548.163698,6,43,12.8,359.406,3
2397,58.9,47.9,8.5,849.954224,6.6,43,12.8,353.502,3
2398,58,47.2,11,7362.76139,7.3,43,12.8,343.616,3
2399,56.5,46.4,19,5888.6284,8.1,46,12.8,352.64,3
2400,55.3,45.7,23.5,5786.59972,8.9,50,12.9,374.283,3
2401,54.5,45,26.4,6125.39984,9.7,51,12.9,381.6,3
2402,54,44.3,28.1,5631.73485,1.6,54,12.9,376.55,3
2403,53.8,43.6,29.5,5414.634326,11.6,55,12.9,378.884,2
2404,53.7,42.9,29.7,4863.51688,12.6,55,12.9,298.584,1
2405,54,42.2,28.9,3775.68275,13.5,55,12.9,292.446,3
2406,54.9,41.6,26.6,2518.398261,14.5,54,12.9,292.864,3
2407,56,4.9,24,2681.781,15.4,52,13,36.162,3
2408,57.3,4.1,21.3,337.2253,16.3,51,13,29.93,3
2425,82.8,66.6,0.1,25683.84565,0.6,1,17.7,271.728,3
2426,82.6,66,0.1,296.47225,0.6,1,17.6,0.66,3
2427,82.4,65.4,0.1,2921.9342,0.6,1,17.5,604.95,2
2428,82,64.8,0.1,28562.29324,0.6,1,17.2,605.88,3
2429,82.1,64.1,0.1,31834.21816,0.6,1,16.9,616.642,3
2430,81.9,63.5,0.1,3736.228,0.6,1,16.4,621.03,3
2431,81.6,62.9,0.1,32333.4661,0.6,2,16.3,628.371,3
2432,81.3,62.3,0.1,35578.73619,0.6,2,16.1,637.952,3
2433,89,61.7,0.1,3279.414,0.6,2,16,681.785,3
2434,88,61.1,0.1,28482.6948,0.6,2,15.9,724.646,3
2435,81,6.5,0.1,2651.71745,0.6,2,15.8,77.48,3
2436,81,59.9,0.1,24918.64584,0.6,2,15.6,716.404,3
2437,79.4,59.3,0.1,21495.7741,0.6,2,15.6,716.937,3
2438,79.5,58.8,0.1,1719.53541,0.6,2,15.7,720.888,3
2439,79.4,58.2,0.1,15323.6114,0.6,2,15.7,573.852,2
2440,79.1,57.6,0.1,14676.769,0.6,2,15.7,640.512,3
2441,74.9,23.4,0.1,3844.89123,15.1,3,14,95.472,1
2442,74.7,22.7,0.1,382.54994,15.2,3,14,53.799,1
2443,74.6,21.9,0.1,361.289374,15.2,3,13.8,56.064,1
2444,74.5,21.2,0.1,335.521375,15.3,3,13.7,59.36,1
2445,74.5,2.5,0.1,322.992615,15.3,3,13.6,7.575,1
2446,74.5,19.8,0.1,2819.511161,15.3,3,13.5,45.738,1
2447,71.8,19.2,0.1,216.681584,15.3,4,13.4,39.36,1
2448,72.3,18.5,0.1,254.489192,15.4,4,13.3,38.85,1
2449,73.7,17.9,0.1,1644.816372,15.4,4,13.2,40.991,1
2450,73.8,17.2,0.1,1448.7611,15.4,4,13.1,33.712,1
2451,74.2,16.6,0.1,1259.87591,15.4,4,12.9,32.702,1
2452,69.1,16.1,0.1,174.6692,15.4,6,12.8,25.116,1
2453,73.9,15.6,0.1,989.4547732,15.4,5,12.7,26.364,1
2454,73.7,15.1,0.1,873.1472436,15.4,5,12.6,24.462,1
2455,72.7,14.6,0.1,837.699787,15.4,5,12.5,24.528,1
2456,71.5,14.1,0.1,875.412178,15.3,5,12.4,20.445,1
2473,71.6,58.3,0.4,8818.982566,3.5,0,12.7,237.864,1
2474,71.4,57.7,0.4,9564.46383,3.5,0,12.7,364.664,2
2475,71.2,57,0.4,9484.56898,3.5,0,12.7,343.14,1
2476,71.3,56.3,0.9,9272.413453,3.5,0,12.7,322.599,1
2477,76,55.5,0.1,8318.97692,3.5,0,12.5,313.02,2
2478,73,54.8,0.5,833.31332,3.5,0,12.3,288.248,1
2479,70,54.1,0.6,7443.85178,3.5,0,12.1,277.533,1
2480,69.8,53.3,1.2,6858.163158,3.5,0,11.9,263.302,2
2481,69.5,52.6,0.8,5761.39536,3.5,0,11.7,248.272,1
2482,69.3,51.8,0.6,527.92,3.5,0,11.5,234.136,1
2483,68.9,51.1,0.6,3595.8855,3.5,0,11.3,228.417,2
2484,68.3,5.4,0.9,36.48773,3.5,0,11.1,24.57,1
2485,68,49.7,1,263.1399,3.5,0,10.9,225.141,2
2486,67.9,49,1.6,2232.513244,3.5,0,11,216.09,1
2487,67.7,48.3,1.8,1598.77512,3.6,0,11,204.309,1
2488,67.4,47.6,0.4,1888.61829,3.6,0,11.1,204.204,1
2489,58.9,32.3,7.1,3136.92511,4,2,11.4,131.784,1
2490,58.4,31.8,7.3,3464.35169,4.3,2,11.4,0.318,1
2491,57.6,31.2,9.8,3598.75972,4.5,2,11.4,0.312,2
2492,56.5,3.7,12.2,3851.51547,4.8,2,11.3,0.037,2
2493,55,3.2,15.7,3934.27325,5.1,2,11.2,16.64,2
2494,53.6,29.7,21.6,369.239336,5.4,2,11,146.421,1
2495,52.6,29.3,33.7,332.517125,5.8,3,10.8,143.57,1
2496,51.4,28.9,40.2,2842.438422,6.1,3,10.6,140.743,2
2497,50,28.5,40.7,347.48798,6.5,3,10.5,158.175,2
2498,47.8,28.2,43.7,2937.36723,6.9,3,9.9,155.946,1
2499,46,27.8,49.1,2873.862141,7.3,3,9.7,141.224,1
2500,45.6,27.4,50.3,2529.633557,7.7,3,9.4,158.372,1
2501,45.9,27.1,50.6,22.99449,8.2,3,9.1,153.115,1
2502,46.4,26.7,49.9,1324.996228,8.6,3,9.2,147.384,1
2503,47.1,26.3,48.8,1437.634951,9,3,9.3,176.736,1
2504,48.4,25.9,46.4,1637.4567,9.4,3,9.4,186.221,1
2505,82.4,59.5,0.1,5585.25847,1.5,0,15.9,242.76,3
2506,82.3,59,0.1,5918.19898,1.5,0,15.8,430.7,2
2507,81.9,58.5,0.1,6283.24522,1.4,0,15.8,427.05,1
2508,81.7,58.1,0.1,57134.777,1.4,0,15.8,429.94,3
2509,81.7,57.7,0.1,59593.28711,1.4,0,16,426.98,3
2510,81.5,57.3,0.1,5276.25591,1.3,0,15.8,412.56,3
2511,81.4,56.9,0.1,4627.592,1.3,0,15.8,415.37,3
2512,81.1,56.5,0.1,55746.84238,1.3,0,15.7,389.85,3
2513,89,56.1,0.1,53324.37937,1.3,0,15.8,387.09,2
2514,88,55.7,0.1,46256.4716,1.3,0,15.9,362.05,1
2515,85,55.3,0.1,4385.35315,1.3,0,16,359.45,2
2516,83,54.9,0.1,42442.2245,1.3,0,16,362.34,3
2517,82,54.4,0.1,36961.42537,1.3,0,15.9,375.36,3
2518,79.9,53.9,0.1,29571.7446,1.3,0,15.9,371.91,3
2519,79.8,53.4,0.1,26969.24457,1.3,0,15.9,352.44,2
2520,79.6,52.8,0.1,29283.55,1.4,0,15.9,327.36,2
2521,83.4,57.4,0.1,8989.8424,0.4,0,16,234.192,3
2522,83.2,57,0.1,85814.58857,0.4,0,15.9,547.77,3
2523,83,56.6,0.1,84658.88768,0.4,0,15.8,550.718,2
2524,82.7,56.2,0.1,83164.38795,0.5,0,15.7,554.132,3
2525,82.6,55.8,0.1,87998.44468,0.5,0,15.6,557.442,3
2526,82.3,55.4,0.1,74276.71842,0.5,0,15.4,554.554,2
2527,82.1,55,0.1,69672.471,0.5,0,15.3,558.25,3
2528,82,54.6,0.1,72119.5687,0.5,0,15.3,561.834,3
2529,81.7,54.1,0.1,63223.46778,0.5,0,15.3,564.804,3
2530,81.5,53.7,0.1,57348.92788,0.6,0,15.2,549.888,3
2531,81.1,53.2,0.1,54797.54663,0.6,0,15.2,539.98,3
2532,81,52.8,0.1,53255.97631,0.6,0,15.1,557.04,3
2533,85,52.3,0.1,4796.56497,0.6,0,15,565.886,1
2534,84,51.8,0.1,41336.72192,0.6,0,15.2,562.03,3
2535,82,51.3,0.1,38538.64447,0.7,0,15.2,570.456,3
2536,79.7,5.8,0.1,37813.23426,0.7,0,15.1,65.308,2
2545,73.8,49.4,0.1,258.3529,6.4,8,11.5,41.002,2
2546,73.7,48.5,0.1,1762.24617,6.4,8,11.4,47.045,3
2547,73.5,47.6,0.1,1577.457182,6.5,9,11,43.792,3
2548,73.2,46.8,0.1,148.852738,6.5,9,10.6,43.524,2
2549,73,46,0.1,1253.39143,6.6,9,10.3,59.34,3
2550,72.8,45.3,0.1,1263.13455,6.6,9,10.2,56.625,1
2551,72.7,44.6,0.1,1258.421953,6.7,10,10.1,57.534,3
2552,72.6,43.9,0.1,1177.629268,6.8,10,10,61.899,2
2553,69.7,4.7,0.2,918.6771543,3.6,10,11.3,19.176,3
2554,69.6,39.9,0.2,114.45919,3.6,10,11.3,0.399,3
2555,69.3,39,0.2,14.214412,3.6,10,11.2,0.39,2
2556,68.8,38.2,0.2,954.725253,3.6,10,11.1,0.382,2
2557,68.1,37.4,0.2,834.5412953,3.7,10,11.1,11.968,3
2558,67.3,36.6,0.2,738.3475227,3.7,10,11.1,11.712,2
2559,66.7,35.9,0.2,666.3458569,3.7,10,11.1,10.77,3
